CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Months_on_book,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
714244383,Existing Customer,39,M,3,College,Unknown,$80K - $120K,36,33406,1692,1529,30
718797558,Existing Customer,39,F,1,Graduate,Married,Unknown,30,2917,1357,2422,46
712821333,Existing Customer,60,M,0,Uneducated,Married,$60K - $80K,47,9452,2517,1825,50
721120008,Existing Customer,43,F,2,Uneducated,Single,$40K - $60K,29,2162,1377,1555,29
709633533,Existing Customer,31,M,2,Uneducated,Married,Less than $40K,18,1438.3,0,2789,50
710789058,Existing Customer,55,M,1,Graduate,Single,$120K +,42,34516,1478,1308,41
716174433,Existing Customer,65,F,1,College,Married,Less than $40K,54,2888,1134,2489,54
789886533,Existing Customer,54,F,1,High School,Married,Less than $40K,44,3947,1746,1110,21
715210308,Existing Customer,40,F,1,High School,Married,Unknown,31,15970,1212,1260,32
721038408,Existing Customer,38,F,2,High School,Married,Less than $40K,27,1830,0,1741,43
713325108,Existing Customer,36,M,2,Post-Graduate,Married,$60K - $80K,29,7712,2517,1845,40
720352533,Existing Customer,43,M,3,High School,Unknown,$60K - $80K,36,20811,1425,1483,38
708431433,Existing Customer,41,M,3,Graduate,Married,$120K +,31,11789,1420,1463,32
716996583,Existing Customer,50,M,3,High School,Divorced,$120K +,37,3073,1792,1734,35
718699683,Existing Customer,48,M,3,College,Married,$80K - $120K,36,34516,0,1733,54
771359958,Existing Customer,39,M,4,Unknown,Single,$120K +,26,34516,2517,1689,42
716604633,Existing Customer,55,F,2,Post-Graduate,Married,$40K - $60K,46,6725,2025,1865,53
813952233,Existing Customer,44,M,3,Graduate,Unknown,Less than $40K,39,2978,2134,1413,46
709979583,Existing Customer,54,M,3,Graduate,Married,$120K +,46,34516,854,1999,54
709380333,Existing Customer,57,M,1,Uneducated,Married,$120K +,36,24545,1735,1671,45
778574283,Existing Customer,53,F,1,Uneducated,Married,$40K - $60K,46,1438.3,0,2118,64
789875883,Existing Customer,41,F,4,Uneducated,Single,Less than $40K,31,2490,627,1391,45
714661233,Existing Customer,39,M,1,Graduate,Single,$120K +,24,10074,2517,1729,52
813915933,Existing Customer,45,M,2,Graduate,Divorced,$40K - $60K,40,2259,954,1393,35
708358683,Existing Customer,46,M,2,Graduate,Married,$80K - $120K,35,34516,1236,1665,40
824761458,Existing Customer,54,M,2,High School,Married,$80K - $120K,50,9519,1936,2489,62
715362183,Existing Customer,40,F,4,Graduate,Married,Unknown,36,3706,1043,1688,38
721194858,Existing Customer,48,M,4,Graduate,Unknown,$80K - $120K,40,4438,2472,1725,60
716198358,Existing Customer,33,F,4,Post-Graduate,Married,$40K - $60K,36,2372,1887,1852,55
714173808,Existing Customer,44,F,4,Graduate,Single,Less than $40K,34,4214,1249,1389,34
709465758,Existing Customer,62,F,1,Post-Graduate,Married,Less than $40K,53,1438.3,0,902,31
714081558,Existing Customer,33,F,0,Graduate,Married,Unknown,36,2613,1599,1387,31
717364458,Existing Customer,36,F,3,High School,Married,Less than $40K,26,4331,1445,2053,33
778755858,Existing Customer,46,M,3,Graduate,Unknown,$80K - $120K,27,3665,1725,1881,55
810220833,Existing Customer,42,M,4,Graduate,Unknown,$40K - $60K,37,15871,2086,1562,43
708267858,Existing Customer,65,F,0,High School,Married,$40K - $60K,36,6088,2145,2098,52
715588908,Existing Customer,42,F,4,Graduate,Single,Less than $40K,32,6158,0,3132,66
772674933,Existing Customer,51,M,1,Uneducated,Married,$80K - $120K,41,5638,808,2036,50
720148983,Existing Customer,54,F,1,Uneducated,Married,Less than $40K,40,2178,1144,1724,47
720650208,Existing Customer,40,F,3,College,Unknown,$40K - $60K,22,12588,2005,1561,26
769732233,Existing Customer,40,M,5,Graduate,Married,$80K - $120K,34,11942,1651,1085,29
713030958,Existing Customer,57,F,2,College,Married,Less than $40K,44,3914,0,1964,54
711320508,Existing Customer,57,M,4,Graduate,Married,$80K - $120K,49,3038,1410,1762,34
795795408,Existing Customer,53,M,2,Uneducated,Married,$40K - $60K,47,5579,1423,1514,47
717904383,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,31,18693,2052,1516,44
714115533,Existing Customer,28,M,0,Graduate,Married,Less than $40K,18,2943,1789,2591,55
712475733,Existing Customer,38,F,3,High School,Married,Less than $40K,28,2435,1888,1847,39
718996758,Existing Customer,37,F,2,Graduate,Married,Less than $40K,30,2077,1392,1629,36
713049933,Existing Customer,65,F,1,High School,Married,Unknown,36,5756,0,2144,44
718301508,Existing Customer,41,M,2,High School,Married,$60K - $80K,30,9428,1765,1457,43
714831033,Existing Customer,54,M,5,Graduate,Married,$80K - $120K,47,6065,1728,1114,27
710653158,Existing Customer,39,F,4,Graduate,Married,Unknown,21,5024,1613,1925,40
721265883,Existing Customer,26,M,1,Graduate,Single,Less than $40K,13,2174,1514,2510,44
715049583,Existing Customer,60,M,1,Unknown,Married,$60K - $80K,54,3398,2341,1169,31
715394883,Existing Customer,35,F,2,High School,Married,Unknown,36,4319,1151,1852,47
773448558,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,40,3673,2292,1257,34
717249783,Existing Customer,47,M,4,Unknown,Unknown,$60K - $80K,39,1815,740,1931,67
708344358,Existing Customer,53,F,3,High School,Married,Unknown,45,2495,1354,1311,31
712003083,Existing Customer,55,M,1,Graduate,Married,$80K - $120K,36,34516,2102,1612,33
754282908,Existing Customer,50,F,1,Post-Graduate,Married,Less than $40K,43,3368,844,2022,59
719412258,Existing Customer,39,F,3,Graduate,Single,Less than $40K,30,5202,815,1558,48
788675658,Existing Customer,39,F,2,Unknown,Single,Less than $40K,29,1923,845,1670,37
717683583,Existing Customer,39,M,3,High School,Single,$60K - $80K,36,6929,1691,1388,27
820584408,Existing Customer,49,F,3,Graduate,Single,Less than $40K,44,4364,1507,1392,38
719392833,Existing Customer,45,F,3,Graduate,Married,Less than $40K,38,2400,1613,1311,34
718595583,Existing Customer,55,M,3,Graduate,Married,$80K - $120K,36,25878,1733,1777,54
778508883,Existing Customer,44,M,5,Graduate,Married,$120K +,24,11876,1926,1367,33
715511658,Existing Customer,49,F,5,Post-Graduate,Unknown,$40K - $60K,39,4568,0,1431,27
711999783,Existing Customer,41,M,3,Uneducated,Married,$80K - $120K,31,4740,1348,1406,23
753856008,Existing Customer,49,F,2,Unknown,Unknown,$40K - $60K,42,4949,1495,3597,64
789920883,Existing Customer,45,F,3,Graduate,Single,Unknown,36,11189,2517,2959,58
788677533,Existing Customer,44,M,4,Unknown,Married,$120K +,31,34516,1197,1594,43
716284308,Existing Customer,65,M,2,Graduate,Married,Unknown,55,6099,2175,1319,34
715482483,Existing Customer,26,M,0,High School,Single,Unknown,36,3184,1421,2253,59
720848733,Existing Customer,38,M,1,High School,Married,$80K - $120K,24,13363,1230,1815,33
708480333,Existing Customer,65,M,0,Unknown,Single,$40K - $60K,36,2163,932,2229,57
826723308,Existing Customer,58,M,3,College,Married,$120K +,54,3452,2088,1008,21
801369258,Existing Customer,47,F,5,Post-Graduate,Married,$40K - $60K,41,4466,777,1757,59
709584483,Existing Customer,33,F,3,Graduate,Married,Less than $40K,25,3030,2517,1805,44
715708308,Existing Customer,54,F,3,Doctorate,Married,$40K - $60K,39,2112,1594,1338,29
779707308,Existing Customer,35,F,1,Graduate,Married,Less than $40K,18,7583,1619,2229,53
711688158,Existing Customer,47,M,5,Graduate,Single,$120K +,27,11760,2306,1498,49
711848658,Existing Customer,35,M,3,College,Married,$60K - $80K,17,2259,1776,1790,31
715855083,Existing Customer,48,M,4,High School,Married,$80K - $120K,36,19762,507,2793,67
778971408,Existing Customer,36,M,4,Doctorate,Married,$60K - $80K,17,2803,1848,1968,64
711648708,Existing Customer,44,M,3,Graduate,Married,$80K - $120K,36,25666,756,4088,84
713149683,Existing Customer,44,F,3,College,Single,Less than $40K,24,9297,1668,1264,31
771903033,Existing Customer,36,F,1,Graduate,Married,Less than $40K,25,2999,1247,2017,40
737925558,Existing Customer,64,M,0,Doctorate,Married,$40K - $60K,56,4234,1893,1439,42
803347908,Existing Customer,34,F,1,Graduate,Single,Less than $40K,28,15987,0,2327,65
817285758,Existing Customer,49,M,4,Graduate,Single,$80K - $120K,33,16435,0,1721,56
711480108,Existing Customer,37,M,4,High School,Married,$60K - $80K,24,5335,2145,1888,43
709662708,Existing Customer,65,M,1,High School,Married,$40K - $60K,53,3506,1604,1953,61
709224858,Existing Customer,53,M,2,Post-Graduate,Married,$80K - $120K,36,3610,1629,1652,40
821771508,Existing Customer,32,M,0,High School,Married,$40K - $60K,28,3172,2055,1939,36
712216533,Existing Customer,44,M,5,Unknown,Single,$80K - $120K,34,8206,763,1715,43
710522433,Existing Customer,65,M,0,Graduate,Married,Less than $40K,46,2416,1499,2372,53
779046408,Existing Customer,60,M,0,Graduate,Married,$40K - $60K,41,2458,1880,1238,30
708595158,Existing Customer,27,F,0,Graduate,Single,Less than $40K,36,1677,1598,2389,43
757266933,Existing Customer,52,M,2,Post-Graduate,Married,$60K - $80K,45,11819,929,2431,46
816776283,Existing Customer,42,M,4,High School,Unknown,$80K - $120K,37,34516,1797,1534,30
719904333,Existing Customer,29,M,0,Graduate,Married,$40K - $60K,36,1459,590,2229,52
718264233,Existing Customer,29,M,0,High School,Married,$40K - $60K,13,1458,671,2449,56
784798683,Existing Customer,38,M,2,High School,Married,$40K - $60K,32,1438.3,0,1999,39
780025908,Existing Customer,40,F,2,Post-Graduate,Married,Less than $40K,30,10836,1932,1293,31
713610033,Existing Customer,47,M,3,Post-Graduate,Single,$60K - $80K,36,5062,1996,1314,40
709364433,Existing Customer,36,F,3,High School,Married,Unknown,30,3399,2173,1571,34
713086908,Existing Customer,26,M,0,High School,Single,$40K - $60K,36,2212,1670,2520,51
709793133,Existing Customer,43,F,2,Unknown,Single,$40K - $60K,36,3186,2470,1531,37
710032608,Existing Customer,52,F,1,Graduate,Single,Less than $40K,32,5927,2320,1558,46
779351208,Existing Customer,49,M,2,Unknown,Single,$60K - $80K,34,5176,0,1902,56
719776608,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,37,3126,0,1388,41
709220583,Existing Customer,34,M,3,Graduate,Divorced,$80K - $120K,21,4670,0,2256,56
719555733,Existing Customer,53,F,2,Uneducated,Married,Unknown,36,2162,1592,1736,42
740852733,Existing Customer,49,M,3,High School,Married,$80K - $120K,42,10155,1805,1685,49
709528308,Existing Customer,53,M,4,High School,Married,$80K - $120K,46,15242,1170,1876,57
715127208,Existing Customer,48,M,3,Doctorate,Divorced,$120K +,36,34516,2517,1699,48
817144458,Existing Customer,32,F,2,Graduate,Single,Less than $40K,17,1438.3,1228,2580,67
710628783,Existing Customer,38,M,4,High School,Single,$80K - $120K,36,34516,1140,1445,45
772145658,Existing Customer,43,M,4,Uneducated,Single,$80K - $120K,32,16043,2036,1394,28
789198708,Existing Customer,58,M,3,Graduate,Married,$120K +,47,27088,0,1135,24
720953658,Existing Customer,59,F,0,Graduate,Married,Less than $40K,36,5688,914,1824,53
771330558,Existing Customer,51,M,4,High School,Married,$60K - $80K,38,10462,1824,1267,31
712207683,Existing Customer,38,M,0,Unknown,Divorced,Less than $40K,36,5155,684,1555,37
788826408,Existing Customer,33,M,1,Uneducated,Married,$120K +,16,10705,1352,2434,58
790128033,Existing Customer,54,M,3,High School,Single,$80K - $120K,47,16494,1348,1302,36
718082208,Existing Customer,37,F,1,Graduate,Married,$40K - $60K,30,6469,2351,1717,50
712037358,Existing Customer,30,M,0,Unknown,Married,$60K - $80K,23,5146,1773,1509,45
711711483,Existing Customer,61,M,0,High School,Married,$80K - $120K,50,2800,2448,1433,40
718861458,Existing Customer,49,M,5,Unknown,Single,$60K - $80K,36,5159,1532,1826,37
709426608,Existing Customer,56,M,1,Doctorate,Married,$60K - $80K,46,5248,1816,2305,45
811457058,Existing Customer,51,F,3,Post-Graduate,Married,Less than $40K,46,5881,2005,1931,56
773073558,Existing Customer,44,F,3,Graduate,Divorced,Less than $40K,36,1467,896,1731,54
715937133,Existing Customer,64,F,1,Uneducated,Married,$40K - $60K,52,4999,2299,1601,48
713480583,Existing Customer,46,F,3,High School,Married,Unknown,36,4668,0,1612,47
716383683,Existing Customer,39,F,2,Post-Graduate,Unknown,Less than $40K,36,1438.3,0,1338,28
713693958,Existing Customer,38,F,1,Uneducated,Single,Less than $40K,27,8638,0,1295,29
715443708,Existing Customer,53,M,1,Uneducated,Married,$120K +,45,9343,1286,1385,31
770769483,Existing Customer,35,M,2,Post-Graduate,Married,$40K - $60K,21,2256,775,1749,33
789326808,Existing Customer,26,M,0,College,Single,$60K - $80K,15,8267,1720,1917,37
712105533,Existing Customer,32,M,2,High School,Single,$40K - $60K,20,2235,1638,2905,56
720674133,Existing Customer,36,M,1,Uneducated,Married,$40K - $60K,16,3735,2027,1672,48
717322833,Existing Customer,55,M,2,Unknown,Single,$80K - $120K,36,10604,1988,1578,30
710279508,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,42,21782,1006,1537,35
712168833,Existing Customer,52,F,1,High School,Married,Less than $40K,36,2133,1469,1426,37
780581508,Existing Customer,58,F,1,Doctorate,Single,$40K - $60K,47,16677,1590,1410,37
711957708,Existing Customer,38,F,2,Graduate,Married,Less than $40K,36,2717,1591,2064,33
778782858,Existing Customer,60,M,1,Graduate,Single,Less than $40K,48,3980,930,4449,82
709366458,Existing Customer,43,F,3,College,Married,Less than $40K,36,2227,1394,1972,41
796990908,Existing Customer,35,M,3,Post-Graduate,Single,$80K - $120K,29,34516,1872,2227,61
715702758,Existing Customer,38,F,4,Graduate,Married,Less than $40K,36,1860,0,1731,29
788974608,Existing Customer,48,M,3,Graduate,Unknown,$60K - $80K,35,2829,2342,1561,41
714790008,Existing Customer,38,F,1,Unknown,Single,Less than $40K,36,3764,0,1572,57
787438983,Existing Customer,43,M,3,College,Single,$40K - $60K,23,4559,1664,1652,37
713834358,Existing Customer,36,F,2,Post-Graduate,Married,Less than $40K,25,4701,1492,1679,32
710084883,Existing Customer,34,M,2,College,Married,$80K - $120K,22,1631,0,2962,57
710736558,Existing Customer,39,F,2,Unknown,Married,Unknown,36,8096,1474,1794,41
788915283,Existing Customer,43,F,2,College,Single,Less than $40K,29,2304,1589,1273,36
714916758,Existing Customer,48,F,2,Uneducated,Married,$40K - $60K,36,5210,0,1309,45
789611283,Existing Customer,44,M,4,Graduate,Married,$40K - $60K,38,5452,2091,1347,30
773288958,Existing Customer,38,M,1,Graduate,Married,$60K - $80K,31,7475,1473,1592,30
811721133,Existing Customer,62,M,1,High School,Married,$40K - $60K,56,2359,1242,2021,50
813961233,Existing Customer,30,M,0,Unknown,Single,$80K - $120K,25,4237,1676,2465,88
783020958,Existing Customer,39,M,3,Unknown,Married,$80K - $120K,33,18582,794,1836,46
715764483,Existing Customer,53,F,3,High School,Unknown,Less than $40K,37,7202,974,1397,33
798110358,Existing Customer,64,F,1,High School,Married,$40K - $60K,56,1438.3,0,1417,35
715745508,Existing Customer,51,F,4,Graduate,Single,Unknown,34,11221,1279,1564,45
714350658,Existing Customer,32,M,1,Graduate,Single,Unknown,26,18889,1880,2979,55
826478958,Existing Customer,52,M,1,College,Married,$80K - $120K,48,2066,1601,1578,41
719127558,Existing Customer,43,M,2,High School,Divorced,$80K - $120K,31,34516,1075,3015,65
712454958,Existing Customer,40,M,5,Graduate,Single,$60K - $80K,27,2742,1416,1539,38
718561458,Existing Customer,54,M,1,High School,Married,$60K - $80K,36,20050,1225,1306,26
822984108,Existing Customer,34,F,4,High School,Single,Less than $40K,30,3046,2279,2330,69
719469333,Existing Customer,33,F,1,High School,Single,Less than $40K,25,6193,695,2456,69
720871383,Existing Customer,36,M,2,Graduate,Married,$80K - $120K,28,5634,1996,2366,49
788827308,Existing Customer,65,M,1,Graduate,Married,Less than $40K,50,4507,1574,1793,38
710180958,Existing Customer,43,M,3,High School,Single,$40K - $60K,33,3040,2517,1598,31
778346283,Existing Customer,53,M,0,Graduate,Married,$120K +,33,21006,1905,1856,57
787547208,Existing Customer,48,F,3,College,Single,Less than $40K,38,7326,1710,1852,62
789344358,Existing Customer,57,F,1,Unknown,Married,Less than $40K,47,3416,2468,1536,42
767653233,Existing Customer,48,M,3,Graduate,Married,$60K - $80K,42,6085,930,3154,59
719461008,Existing Customer,51,M,2,High School,Married,$60K - $80K,38,22332,1748,1318,28
789731433,Existing Customer,26,F,0,Unknown,Single,Less than $40K,13,2063,1390,2602,42
775198608,Existing Customer,38,F,2,Graduate,Married,Less than $40K,32,4429,0,1970,40
717567333,Existing Customer,35,M,3,Graduate,Married,$60K - $80K,26,3991,1982,1661,35
772794108,Existing Customer,46,F,3,Doctorate,Single,Less than $40K,36,2201,651,3165,65
712072908,Existing Customer,48,M,4,College,Single,$80K - $120K,36,2852,736,1382,40
709328733,Existing Customer,49,F,2,Uneducated,Married,Less than $40K,37,9723,2459,1258,24
788107683,Existing Customer,35,M,4,High School,Married,$40K - $60K,27,5325,1318,1814,43
713757633,Existing Customer,65,F,0,Unknown,Married,$40K - $60K,56,7427,1303,1596,42
713279808,Existing Customer,53,M,2,Unknown,Married,$60K - $80K,36,5619,1310,1816,30
712440483,Existing Customer,54,F,2,Uneducated,Married,Less than $40K,44,5413,1836,1164,43
715078383,Existing Customer,64,F,0,Graduate,Married,Unknown,36,7646,1010,1667,47
709214358,Existing Customer,39,F,3,Graduate,Divorced,Unknown,30,2420,1422,1362,24
778399008,Existing Customer,50,M,0,High School,Married,$80K - $120K,30,4252,0,1598,45
811534983,Existing Customer,54,F,3,Graduate,Married,Less than $40K,49,2031,1069,1943,47
719728383,Existing Customer,38,F,4,Graduate,Married,Unknown,28,6861,1598,2228,39
718726833,Existing Customer,39,M,1,High School,Married,$80K - $120K,28,3327,0,1665,36
780605508,Existing Customer,53,M,1,Unknown,Married,$40K - $60K,41,2885,1433,1170,23
719450508,Existing Customer,53,M,2,High School,Married,$120K +,41,7272,2037,2333,56
711213108,Existing Customer,32,M,1,College,Divorced,$80K - $120K,36,34516,0,2305,60
708488208,Existing Customer,57,F,3,Uneducated,Married,Less than $40K,47,2515,1922,2231,58
717206508,Existing Customer,65,F,0,High School,Married,Less than $40K,36,2798,1806,1543,35
821836008,Existing Customer,57,M,2,Uneducated,Single,$80K - $120K,53,34516,2099,1233,26
807244983,Existing Customer,65,F,0,College,Married,Less than $40K,56,1438.3,680,2283,55
821872758,Existing Customer,65,M,0,High School,Single,Less than $40K,56,12609,2517,2121,49
809959683,Existing Customer,55,M,2,College,Married,$80K - $120K,50,19159,2108,1813,52
715079208,Existing Customer,54,M,1,College,Married,$80K - $120K,42,9642,2517,1401,35
767049258,Existing Customer,44,M,4,High School,Single,$120K +,37,8396,1672,1475,35
709579383,Existing Customer,58,M,1,Uneducated,Married,$80K - $120K,50,6978,1148,1362,26
781923483,Existing Customer,53,F,1,College,Married,$40K - $60K,47,2459,1733,2309,62
718654533,Existing Customer,33,F,1,High School,Single,Less than $40K,24,12956,0,2492,56
716169258,Existing Customer,47,F,5,Graduate,Married,Less than $40K,39,7128,1560,1468,44
713908683,Existing Customer,51,M,1,Unknown,Single,$80K - $120K,41,18749,1314,1381,33
708212658,Existing Customer,38,F,3,Graduate,Married,Less than $40K,18,2193,1260,1799,47
756013833,Existing Customer,57,M,3,Doctorate,Married,$80K - $120K,50,4522,1861,1806,38
719358333,Existing Customer,36,M,4,Uneducated,Married,$40K - $60K,28,2157,574,1663,33
713735508,Existing Customer,35,M,3,Uneducated,Married,$80K - $120K,25,11927,675,1986,36
805259733,Existing Customer,55,F,2,Unknown,Married,Unknown,50,11341,0,1731,46
738749733,Existing Customer,57,F,4,Doctorate,Married,Unknown,47,7345,1814,1390,30
814833408,Existing Customer,56,M,2,Doctorate,Married,$60K - $80K,51,6036,1409,1741,45
719182308,Existing Customer,38,F,2,High School,Single,Less than $40K,27,2096,1567,1559,49
818497758,Existing Customer,54,F,3,Graduate,Married,Less than $40K,49,1906,1271,1343,37
719518308,Existing Customer,48,M,2,Unknown,Unknown,$80K - $120K,35,5039,0,1390,23
770901258,Existing Customer,30,F,1,Graduate,Married,Less than $40K,17,1512,810,2558,44
711499158,Existing Customer,47,M,2,Uneducated,Married,$80K - $120K,38,34516,733,3018,60
720445533,Existing Customer,60,F,1,College,Married,Less than $40K,53,3346,922,1276,21
714657108,Existing Customer,37,F,2,Uneducated,Married,Less than $40K,28,6660,1362,2660,51
789048858,Existing Customer,32,F,1,Post-Graduate,Married,Less than $40K,20,2234,1865,2115,59
771816408,Existing Customer,44,F,4,Uneducated,Married,Less than $40K,33,9671,704,2955,66
798158808,Existing Customer,53,F,1,College,Single,$40K - $60K,47,6605,1479,2017,47
787685658,Existing Customer,43,M,2,High School,Divorced,$80K - $120K,33,3083,1898,1448,30
788699808,Existing Customer,38,F,4,Unknown,Single,Unknown,14,4394,0,1538,43
708216108,Existing Customer,56,F,1,College,Married,$40K - $60K,44,4088,1557,2250,39
715074258,Existing Customer,26,F,0,Graduate,Single,$40K - $60K,36,3930,0,2067,42
771653583,Existing Customer,58,M,1,High School,Married,$60K - $80K,46,4188,1147,1276,25
717374358,Existing Customer,33,M,1,Unknown,Married,$60K - $80K,22,3637,1998,2161,56
720836808,Existing Customer,35,M,3,High School,Single,$80K - $120K,28,11521,1147,2260,68
818701383,Existing Customer,37,M,3,High School,Married,$60K - $80K,32,2253,1667,1641,45
717277833,Existing Customer,27,F,1,Graduate,Single,Unknown,13,2339,2080,2294,45
778137108,Existing Customer,43,M,4,High School,Single,$80K - $120K,37,30503,2517,1860,47
720973833,Existing Customer,49,M,2,Graduate,Divorced,$60K - $80K,36,4596,0,2872,62
751487358,Existing Customer,39,F,3,Graduate,Married,Less than $40K,32,3221,0,1765,40
712742808,Existing Customer,41,F,3,Uneducated,Married,Less than $40K,29,3022,1142,1184,21
712820208,Existing Customer,32,F,0,High School,Divorced,Less than $40K,36,2699,1609,2141,56
794649858,Existing Customer,58,F,1,Uneducated,Married,Less than $40K,39,2210,1624,1287,37
755262933,Existing Customer,56,M,2,Post-Graduate,Married,$60K - $80K,49,1438.3,0,1446,38
709541433,Existing Customer,37,M,2,Graduate,Married,Less than $40K,36,2041,1687,1555,45
820622433,Existing Customer,39,M,1,High School,Married,$120K +,34,3250,1698,2006,58
712586583,Existing Customer,26,F,0,Graduate,Single,$40K - $60K,13,1643,1101,2152,50
709816158,Existing Customer,31,F,1,Unknown,Single,Unknown,36,34516,0,2183,60
767269908,Existing Customer,36,M,2,College,Married,$120K +,29,3158,0,2973,63
710927733,Existing Customer,39,M,1,Unknown,Married,$80K - $120K,36,2899,1999,1687,35
711310908,Existing Customer,53,F,4,College,Married,Less than $40K,36,2972,2160,2552,62
788862333,Existing Customer,38,F,3,Uneducated,Married,Less than $40K,23,5645,0,1527,32
713194608,Existing Customer,37,M,2,Graduate,Married,Less than $40K,36,2463,1751,2171,58
793550958,Existing Customer,47,F,2,Graduate,Married,Less than $40K,41,1438.3,0,1501,40
712607583,Existing Customer,56,M,1,College,Divorced,$80K - $120K,36,34516,1477,2395,50
713921058,Existing Customer,55,F,3,High School,Married,Less than $40K,48,2897,1601,1337,25
709183683,Existing Customer,31,F,0,Uneducated,Single,Less than $40K,36,5391,0,1971,56
713407458,Existing Customer,62,F,0,Graduate,Single,Unknown,36,2870,2284,3946,74
715241583,Existing Customer,34,M,3,High School,Married,$120K +,25,23959,2517,1870,45
710475408,Existing Customer,33,M,3,High School,Married,$60K - $80K,25,14918,2028,2171,35
708971583,Existing Customer,38,F,2,Uneducated,Single,Less than $40K,29,3590,1924,1472,37
714547458,Existing Customer,65,M,0,Graduate,Married,$40K - $60K,56,2297,0,1941,51
827631483,Existing Customer,57,M,1,High School,Married,$80K - $120K,53,25058,1710,2053,55
789262683,Existing Customer,60,M,1,Unknown,Divorced,$40K - $60K,49,3012,0,1315,23
712940508,Existing Customer,39,M,3,Unknown,Single,$40K - $60K,24,4562,1721,1896,50
789733008,Existing Customer,39,F,2,High School,Married,Unknown,27,10723,1529,2938,63
714703158,Existing Customer,39,F,2,High School,Married,Less than $40K,36,1578,760,2017,43
710255208,Existing Customer,60,M,0,Uneducated,Married,Less than $40K,49,2094,1560,1969,41
779236083,Existing Customer,37,F,3,High School,Married,Less than $40K,19,4138,0,2420,50
713438358,Existing Customer,41,F,4,Graduate,Married,Unknown,30,5417,1904,1768,56
715973583,Existing Customer,56,M,3,Uneducated,Married,$120K +,36,34516,1047,1378,30
794113758,Existing Customer,60,M,0,High School,Married,$60K - $80K,54,9592,1968,1821,55
709452633,Existing Customer,56,F,4,High School,Single,Less than $40K,36,8881,2145,2027,49
788210583,Existing Customer,62,M,0,College,Married,$40K - $60K,54,1438.3,0,1843,49
717784983,Existing Customer,41,F,2,Uneducated,Married,Less than $40K,33,3893,1157,1536,39
786557358,Existing Customer,44,F,1,Unknown,Married,Less than $40K,38,3242,799,1424,37
768460908,Existing Customer,59,M,1,Graduate,Single,$40K - $60K,53,6035,1392,1551,32
718899708,Existing Customer,55,F,1,College,Married,Unknown,36,17642,1846,2148,54
714697533,Existing Customer,26,M,1,High School,Single,$60K - $80K,15,4327,0,2344,48
708679383,Existing Customer,44,F,2,Unknown,Unknown,Less than $40K,32,4852,1777,1775,55
713067033,Existing Customer,37,M,2,Uneducated,Single,Unknown,28,7147,1424,2539,50
789314133,Existing Customer,37,M,1,High School,Married,$60K - $80K,27,10320,1799,1754,45
713956308,Existing Customer,65,F,0,Graduate,Married,Less than $40K,49,3297,2297,1894,56
711595833,Existing Customer,46,M,3,College,Married,$60K - $80K,36,9981,807,1456,30
779521533,Existing Customer,53,M,2,High School,Married,$120K +,36,3329,1092,1978,33
715225458,Existing Customer,56,F,1,Uneducated,Married,Less than $40K,36,5991,1993,1867,53
716487408,Existing Customer,48,M,3,Graduate,Married,$40K - $60K,30,3235,2517,1637,43
719338383,Existing Customer,34,M,2,High School,Married,$120K +,21,6259,1063,1836,50
710523333,Existing Customer,65,M,0,Graduate,Married,Less than $40K,56,2541,1616,1416,27
787489083,Existing Customer,55,M,4,Post-Graduate,Married,$80K - $120K,43,21351,2517,1887,32
720747633,Existing Customer,32,M,1,Unknown,Married,$40K - $60K,36,8998,1471,1931,48
779480658,Existing Customer,58,F,4,Graduate,Married,Unknown,42,10247,1600,1754,44
711498258,Existing Customer,54,M,3,High School,Married,$120K +,42,20311,1655,1266,34
709316433,Existing Customer,52,M,2,High School,Single,$60K - $80K,33,33182,1997,1630,43
778734108,Existing Customer,36,M,3,Uneducated,Married,$60K - $80K,16,1686,1252,1758,42
716773533,Existing Customer,33,M,3,Graduate,Married,$60K - $80K,36,1726,1215,1712,48
822130683,Existing Customer,61,M,0,Graduate,Married,$80K - $120K,56,8420,1389,1114,34
717268458,Existing Customer,61,M,0,Graduate,Married,$60K - $80K,49,3352,1713,1952,50
827888433,Existing Customer,43,M,4,Uneducated,Single,$40K - $60K,39,6648,2242,2089,60
716522583,Existing Customer,48,F,3,College,Divorced,Less than $40K,36,2335,1845,1362,33
789415983,Existing Customer,36,M,3,Graduate,Married,$60K - $80K,27,12397,1001,1888,42
719819958,Existing Customer,34,M,2,Uneducated,Married,$40K - $60K,26,1438.3,708,2243,43
769579608,Existing Customer,53,F,1,Graduate,Single,Less than $40K,46,2240,1601,3795,70
772353408,Existing Customer,43,F,5,Unknown,Single,$40K - $60K,33,5330,1161,1441,43
716615583,Existing Customer,61,F,1,High School,Married,Less than $40K,51,1795,794,1834,59
781131483,Existing Customer,55,M,2,High School,Married,$80K - $120K,47,5741,1894,2170,51
719101908,Existing Customer,51,F,1,Graduate,Married,Unknown,39,2002,1248,1585,40
